,eGRID_subregion,climate_zone,chiller_type,scope,WC_mean,WC_std,percent_diff-mean,percent_diff-std
220,ERCT,3A,AirCooledChiller,LC,4.544353640252593,7.491702386244127,0.0,0.0
221,ERCT,3A,WaterCooledChiller,LC,4.445645892628589,7.350845107283671,-3.1645396565648287,2.1666047966520368
222,ERCT,3B,AbsorptionChiller,LC,3.353057674382717,5.511134592819188,-29.047680067189358,5.639236803990285
223,ERCT,3B,AirCooledChiller,LC,4.544353640252593,7.615540567299944,0.0,0.0
224,ERCT,3B,WaterCooledChiller,LC,5.1240058891628495,8.634416442396754,10.67704649868686,4.253052084775968
225,ERCT,4B,AbsorptionChiller,LC,3.048302241383372,5.0457354744474365,-35.83369509740932,5.789568778361346
226,ERCT,4B,AirCooledChiller,LC,4.544353640252593,7.615540567299944,0.0,0.0
227,ERCT,4B,WaterCooledChiller,LC,4.879094031331268,8.246862413258974,5.251122846710437,4.3286056869423355
228,FRCC,1A,AbsorptionChiller,LC,2.4013649655583675,3.9058427441687633,-21.014285481953216,1.8424848133706857
229,FRCC,1A,AirCooledChiller,LC,3.022246513382853,5.064755683443825,0.0,0.0
230,FRCC,1A,WaterCooledChiller,LC,3.288635233158863,5.511624057436274,8.551076404389555,1.2792860836062712
231,FRCC,2A,AbsorptionChiller,LC,2.4822292511079755,4.049584282286467,-19.405817461434808,4.137706237943517
232,FRCC,2A,AirCooledChiller,LC,3.022246513382853,5.064755683443825,0.0,0.0
233,FRCC,2A,WaterCooledChiller,LC,3.353242085937569,5.6282058945436555,9.984325108652179,2.9544784415872805
234,MROE,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,-70.29609291592566,2.0865880423309786
235,MROE,5A,AirCooledChiller,LC,8.020798028575825,13.441452317373543,0.0,0.0
236,MROE,5A,WaterCooledChiller,LC,6.798786268581131,11.429226296053024,-15.921568638023798,1.4155291984350835
237,MROE,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,-70.031052523675,2.186706761946131
238,MROE,6A,AirCooledChiller,LC,8.020798028575825,13.441452317373543,0.0,0.0
239,MROE,6A,WaterCooledChiller,LC,6.818265762309356,11.460808804116034,-15.666749625996495,1.4665097137548053
240,MROE,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,-71.214939084419,2.3862965485066017
241,MROE,7,AirCooledChiller,LC,8.020798028575825,13.441452317373543,0.0,0.0
242,MROE,7,WaterCooledChiller,LC,6.764084053455282,11.378031451373749,-16.50233371587858,1.614599633799605
243,MROW,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,-58.532604929097445,2.9129289442179775
244,MROW,5A,AirCooledChiller,LC,5.745454687317025,9.628375499054268,0.0,0.0
245,MROW,5A,WaterCooledChiller,LC,5.231402272601857,8.802579157452461,-9.904829976531827,1.9761140626991918
246,MROW,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,-58.162601931710626,3.0526971736473145
247,MROW,6A,AirCooledChiller,LC,5.745454687317031,9.62837549905429,0.0,0.0
248,MROW,6A,WaterCooledChiller,LC,5.250881766330075,8.834159271201314,-9.549096280845285,2.047284133477138
249,MROW,6B,AbsorptionChiller,LC,2.9129461376471824,4.871207419776179,-52.40399930204121,5.707817622648082
250,MROW,6B,AirCooledChiller,LC,5.745454687317025,9.628375499054282,0.0,0.0
251,MROW,6B,WaterCooledChiller,LC,5.61011520997868,9.505842233265422,-4.61447879415874,4.262167381632983
252,MROW,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,-59.81533709528872,3.3313294932270563
253,MROW,7,AirCooledChiller,LC,5.745454687317019,9.628375499054263,0.0,0.0
254,MROW,7,WaterCooledChiller,LC,5.196700057476018,8.751387370070013,-10.715592508833085,2.254021355053428
255,NEWE,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,5.523557696841313,7.230324729863424
256,NEWE,4A,AirCooledChiller,LC,2.2739579882633096,3.8107552094014387,0.0,0.0
257,NEWE,4A,WaterCooledChiller,LC,2.853342654263126,4.806840941579764,23.13808537609823,4.927861551349117
258,NEWE,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,4.772841279667701,7.359899058275677
259,NEWE,5A,AirCooledChiller,LC,2.2739579882633096,3.8107552094014387,0.0,0.0
260,NEWE,5A,WaterCooledChiller,LC,2.840040815398019,4.795126652927317,22.474369637880315,4.992912737535313
261,NEWE,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,5.707702638861463,7.713041918899054
262,NEWE,6A,AirCooledChiller,LC,2.2739579882633096,3.8107552094014387,0.0,0.0
263,NEWE,6A,WaterCooledChiller,LC,2.859520309126241,4.826697901530305,23.373177724873127,5.172733305396352
264,NEWE,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,1.5318493286930235,8.417043213044112
265,NEWE,7,AirCooledChiller,LC,2.2739579882633096,3.8107552094014387,0.0,0.0
266,NEWE,7,WaterCooledChiller,LC,2.8053386002721568,4.743946368484123,20.42587119790681,5.695082154798563
267,NWPP,3B,AbsorptionChiller,LC,3.353057674382717,5.511134592819188,9.035414957646841,8.666052435632894
268,NWPP,3B,AirCooledChiller,LC,2.9571349225962047,4.955640064306042,0.0,0.0
269,NWPP,3B,WaterCooledChiller,LC,4.030640694089881,6.802164117149015,33.10827200803506,6.535844061749655
270,NWPP,4B,AbsorptionChiller,LC,3.048302241383375,5.042145480770284,-1.3929398224299878,8.890743720004597
271,NWPP,4B,AirCooledChiller,LC,2.9571349225962047,4.875055180526929,0.0,0.0
272,NWPP,4B,WaterCooledChiller,LC,3.785728836258306,6.310360869547245,24.7700268670468,6.543781455707627
273,NWPP,4C,AbsorptionChiller,LC,2.505314545636114,4.19443836424108,-20.13738940712343,7.7984539125224295
274,NWPP,4C,AirCooledChiller,LC,2.9571349225962047,4.955640064306042,0.0,0.0
275,NWPP,4C,WaterCooledChiller,LC,3.367858004631631,5.736195725885699,10.378862495190976,5.771483921598353
276,NWPP,5B,AbsorptionChiller,LC,3.054832195617039,5.0954376027552355,-2.3719241129372124,10.229810162998128
277,NWPP,5B,AirCooledChiller,LC,2.9571349225962047,4.955640064306042,0.0,0.0
278,NWPP,5B,WaterCooledChiller,LC,3.7935501385364496,6.459550323235191,24.09817902875723,7.707783534786738
279,NWPP,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,-18.71359233566223,5.931123788524124
280,NWPP,6A,AirCooledChiller,LC,2.9571349225962047,4.955640064306042,0.0,0.0
281,NWPP,6A,WaterCooledChiller,LC,3.3301308644120127,5.615345900987428,10.785096767195597,3.9776941292313257
282,NWPP,6B,AbsorptionChiller,LC,2.9129461376471824,4.871207419776179,-7.525130754753806,11.089790751108652
283,NWPP,6B,AirCooledChiller,LC,2.9571349225962047,4.955640064306042,0.0,0.0
284,NWPP,6B,WaterCooledChiller,LC,3.6893643080605996,6.287272053147852,20.372627235402277,8.281018689345506
285,NWPP,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,-21.924712301786986,6.472482031712877
286,NWPP,7,AirCooledChiller,LC,2.9571349225962047,4.955640064306042,0.0,0.0
287,NWPP,7,WaterCooledChiller,LC,3.275949155557931,5.532587957561203,8.518696553382105,4.3793664809669695
288,NYCW,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,32.945798019386594,9.109257801100608
289,NYCW,4A,AirCooledChiller,LC,1.8049170455144503,3.0247247615092463,0.0,0.0
290,NYCW,4A,WaterCooledChiller,LC,2.5302409694348396,4.265390812196049,37.236592137681804,6.208457151853339
291,NYCW,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,31.999994112223575,9.272504405645659
292,NYCW,5A,AirCooledChiller,LC,1.8049170455144503,3.0247247615092463,0.0,0.0
293,NYCW,5A,WaterCooledChiller,LC,2.5169391305697264,4.253678912123039,36.40039763854642,6.2904130870774395
294,NYLI,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,49.13476973392787,10.21850321599835
295,NYLI,4A,AirCooledChiller,LC,1.6089885504421586,2.6963829288454213,0.0,0.0
296,NYLI,4A,WaterCooledChiller,LC,2.3952744428609853,4.039216369684718,45.559775236360395,6.964468539350007
297,NYUP,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,14.264977658726378,7.829274445960162
298,NYUP,4A,AirCooledChiller,LC,2.0999972335475987,3.519227461005985,0.0,0.0
299,NYUP,4A,WaterCooledChiller,LC,2.7335087382445344,4.606024307138611,27.63228304153113,5.336078524639315
300,NYUP,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,13.452072971767073,7.969582525637697
301,NYUP,5A,AirCooledChiller,LC,2.0999972335475987,3.519227461005985,0.0,0.0
302,NYUP,5A,WaterCooledChiller,LC,2.7202068993794217,4.594310837877537,26.913586044814664,5.4065184576547605
303,NYUP,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,14.464376903266121,8.35197923363536
304,NYUP,6A,AirCooledChiller,LC,2.0999972335475987,3.519227461005985,0.0,0.0
305,NYUP,6A,WaterCooledChiller,LC,2.7396863931076436,4.625881222326241,27.886850102824315,5.601235103095425
306,RFCE,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,5.781336410465237,7.2479873622484465
307,RFCE,4A,AirCooledChiller,LC,2.2684165762814663,3.8014687737301562,0.0,0.0
308,RFCE,4A,WaterCooledChiller,LC,2.849525419168104,4.8004440470208145,23.270616303343115,4.939899600851011
309,RFCE,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,5.0287861022009945,7.377878221912165
310,RFCE,5A,AirCooledChiller,LC,2.2684165762814663,3.8014687737301562,0.0,0.0
311,RFCE,5A,WaterCooledChiller,LC,2.8362235803030047,4.78872978339723,22.605279204050802,5.005109697622686
312,RFCE,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,5.965931191813346,7.731883759215
313,RFCE,6A,AirCooledChiller,LC,2.2684165762814663,3.8014687737301562,0.0,0.0
314,RFCE,6A,WaterCooledChiller,LC,2.85570307403122,4.82030100562431,23.50628294855579,5.185369541003937
315,RFCM,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,-67.17188115122627,2.306052198729007
316,RFCM,5A,AirCooledChiller,LC,7.2574685280769815,12.16224580365194,0.0,0.0
317,RFCM,5A,WaterCooledChiller,LC,6.272962134242424,10.548041043326055,-14.323610130104216,1.5644124063747162
318,RFCM,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,-66.87896421366966,2.416701252983444
319,RFCM,6A,AirCooledChiller,LC,7.2574685280769815,12.16224580365194,0.0,0.0
320,RFCM,6A,WaterCooledChiller,LC,6.292441627970656,10.579622882963502,-14.04198964199244,1.6207549747502987
321,RFCW,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,-23.076660453192332,5.2706782861369295
322,RFCW,4A,AirCooledChiller,LC,3.119419130635882,5.2275999661084125,0.0,0.0
323,RFCW,4A,WaterCooledChiller,LC,3.435743665902975,5.782827463415659,8.433948725409598,3.5922553752649096
324,RFCW,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,-23.62390900244509,5.365133877654693
325,RFCW,5A,AirCooledChiller,LC,3.119419130635882,5.2275999661084125,0.0,0.0
326,RFCW,5A,WaterCooledChiller,LC,3.4224418270378627,5.771110012565297,7.95012092232783,3.639675634706228
327,RFCW,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,-22.94242460851427,5.622563865509811
328,RFCW,6A,AirCooledChiller,LC,3.119419130635882,5.2275999661084125,0.0,0.0
329,RFCW,6A,WaterCooledChiller,LC,3.4419213207661,5.802684583208745,8.605323619927526,3.7707591472582345
330,RFCW,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,-25.986489735645364,6.135758566036455
331,RFCW,7,AirCooledChiller,LC,3.119419130635882,5.2275999661084125,0.0,0.0
332,RFCW,7,WaterCooledChiller,LC,3.387739611912019,5.719925384287081,6.4568302818461945,4.151534954868469
333,RMPA,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,48.73229611589815,10.190926293679684
334,RMPA,4A,AirCooledChiller,LC,1.6133425169993258,2.703679414015718,0.0,0.0
335,RMPA,4A,WaterCooledChiller,LC,2.3982736990070825,4.044242461345811,45.35285279098797,6.945673359289862
336,RMPA,4B,AbsorptionChiller,LC,3.048302241383372,5.0457354744474365,80.73929013411986,16.307664166916073
337,RMPA,4B,AirCooledChiller,LC,1.6133425169993258,2.703679414015718,0.0,0.0
338,RMPA,4B,WaterCooledChiller,LC,2.860049325716483,4.863534745108763,71.31752853182283,12.192522544596285
339,RMPA,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,47.674183795814095,10.373557431249367
340,RMPA,5A,AirCooledChiller,LC,1.6133425169993258,2.703679414015718,0.0,0.0
341,RMPA,5A,WaterCooledChiller,LC,2.384971860141965,4.032531723970923,44.41736532383933,7.037361059153615
342,RMPA,5B,AbsorptionChiller,LC,3.054832195617039,5.0954376027552355,78.94488590586172,18.75046902054636
343,RMPA,5B,AirCooledChiller,LC,1.6133425169993258,2.703679414015718,0.0,0.0
344,RMPA,5B,WaterCooledChiller,LC,2.8678706279946136,4.90848999030559,70.08608221193421,14.127784786170412
345,RMPA,6A,AbsorptionChiller,LC,2.48872308882383,4.097957336377319,48.99184289997718,10.8713017232717
346,RMPA,6A,AirCooledChiller,LC,1.6133425169993258,2.703679414015718,0.0,0.0
347,RMPA,6A,WaterCooledChiller,LC,2.40445135387018,4.0640992174639985,45.68420841995707,7.290812767290422
348,RMPA,6B,AbsorptionChiller,LC,2.9129461376471824,4.871207419776179,69.49944752975414,20.326748454740542
349,RMPA,6B,AirCooledChiller,LC,1.6133425169993258,2.703679414015718,0.0,0.0
350,RMPA,6B,WaterCooledChiller,LC,2.763684797518795,4.736258308830207,63.25742729335535,15.178481508356972
351,RMPA,7,AbsorptionChiller,LC,2.4094149950354544,3.9772518752037227,43.10610264803409,11.863570475691231
352,RMPA,7,AirCooledChiller,LC,1.6133425169993258,2.703679414015718,0.0,0.0
353,RMPA,7,WaterCooledChiller,LC,2.350269645016121,3.98135639680191,41.53006808693753,8.027047835930725
354,SPNO,3A,AbsorptionChiller,LC,2.5275185380365466,4.1418208170207675,8.80468545265221,6.4048659749421795
355,SPNO,3A,AirCooledChiller,LC,2.25832329017168,3.784554194471719,0.0,0.0
356,SPNO,3A,WaterCooledChiller,LC,2.870900086108926,4.833387658336754,25.128229999249584,4.431858921130206
357,SPNO,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,6.254112517460674,7.2803813115504745
358,SPNO,4A,AirCooledChiller,LC,2.25832329017168,3.784554194471719,0.0,0.0
359,SPNO,4A,WaterCooledChiller,LC,2.8425725981021923,4.788792561345127,23.513683137519358,4.96197784812772
360,SPNO,4B,AbsorptionChiller,LC,3.048302241383372,5.0457354744474365,29.11985743346554,11.650168985078304
361,SPNO,4B,AirCooledChiller,LC,2.25832329017168,3.784554194471719,0.0,0.0
362,SPNO,4B,WaterCooledChiller,LC,3.3043482248116,5.608024994550689,42.06280561926928,8.710318445673902
363,SPNO,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,5.498198782176746,7.410852701740652
364,SPNO,5A,AirCooledChiller,LC,2.25832329017168,3.784554194471719,0.0,0.0
365,SPNO,5A,WaterCooledChiller,LC,2.8292707592370863,4.777078343484093,22.84537239945121,5.02747939305609
366,SPNO,5B,AbsorptionChiller,LC,3.054832195617039,5.0954376027552355,27.837937946237535,13.395304833539688
367,SPNO,5B,AirCooledChiller,LC,2.25832329017168,3.784554194471719,0.0,0.0
368,SPNO,5B,WaterCooledChiller,LC,3.312169527089737,5.652938445351231,41.18306235402602,10.092866670478763
369,SPSO,2A,AbsorptionChiller,LC,2.4822292511079755,4.049584282286467,-34.26163008511555,3.3750086507630703
370,SPSO,2A,AirCooledChiller,LC,3.7052255401449687,6.209308879931591,0.0,0.0
371,SPSO,2A,WaterCooledChiller,LC,3.823716311398518,6.416631195214006,2.408655430365246,2.4098835744805713
372,SPSO,3A,AbsorptionChiller,LC,2.5275185380365444,4.138873950182367,-33.68388710072457,3.9009681490413004
373,SPSO,3A,AirCooledChiller,LC,3.7052255401449683,6.108337778732785,0.0,0.0
374,SPSO,3A,WaterCooledChiller,LC,3.867607435383031,6.3979143218046985,3.16530717255996,2.65727910162597
375,SPSO,3B,AbsorptionChiller,LC,3.353057674382717,5.511134592819188,-12.978999556820128,6.916363395640669
376,SPSO,3B,AirCooledChiller,LC,3.7052255401449687,6.209308879931591,0.0,0.0
377,SPSO,3B,WaterCooledChiller,LC,4.5459674319172745,7.665742234542178,20.141618533356727,5.216247301070182
378,SPSO,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,-35.23845326691784,4.437369466193068
379,SPSO,4A,AirCooledChiller,LC,3.7052255401449687,6.209308879931591,0.0,0.0
380,SPSO,4A,WaterCooledChiller,LC,3.839279947376288,6.459075560900101,2.181245948377753,3.024309861385326
381,SPSO,4B,AbsorptionChiller,LC,3.048302241383372,5.0457354744474365,-21.30185379909723,7.100741282379013
382,SPSO,4B,AirCooledChiller,LC,3.7052255401449687,6.209308879931591,0.0,0.0
383,SPSO,4B,WaterCooledChiller,LC,4.301055574085719,7.27821666904262,13.486877645810305,5.308911643174478
384,SPSO,5B,AbsorptionChiller,LC,3.054832195617039,5.0954376027552355,-22.083179686756687,8.164396082442813
385,SPSO,5B,AirCooledChiller,LC,3.7052255401449687,6.209308879931591,0.0,0.0
386,SPSO,5B,WaterCooledChiller,LC,4.308876876363844,7.32306692526788,12.950676898040975,6.151570429269599
387,SRMV,2A,AbsorptionChiller,LC,2.4822292511079755,4.049584282286467,-73.17508856506194,1.3771912547599143
388,SRMV,2A,AirCooledChiller,LC,9.080197254961705,15.216819822676083,0.0,0.0
389,SRMV,2A,WaterCooledChiller,LC,7.52629802374097,12.621484643873943,-17.435126592975152,0.9833665413018524
390,SRMV,3A,AbsorptionChiller,LC,2.5275185380365444,4.138873950182367,-72.93933729212182,1.5918119850570767
391,SRMV,3A,AirCooledChiller,LC,9.080197254961705,14.969375367270548,0.0,0.0
392,SRMV,3A,WaterCooledChiller,LC,7.570189147725494,12.501862388596797,-17.126370595561042,1.0843176770499543
393,SRMV,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,-73.5736867562457,1.81069355825107
394,SRMV,4A,AirCooledChiller,LC,9.080197254961705,15.216819822676083,0.0,0.0
395,SRMV,4A,WaterCooledChiller,LC,7.5418616597187365,12.663920271585125,-17.527922310631453,1.2340866420725378
396,SRMW,3A,AbsorptionChiller,LC,2.5275185380365466,4.1418208170207675,-73.93411434119561,1.5343870851544057
397,SRMW,3A,AirCooledChiller,LC,9.42673341139765,15.797553710549186,0.0,0.0
398,SRMW,3A,WaterCooledChiller,LC,7.808902670988918,13.10855977319161,-17.640584424022233,1.0617219967459601
399,SRMW,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,-74.54514448402965,1.744130650531398
400,SRMW,4A,AirCooledChiller,LC,9.42673341139765,15.797553710549186,0.0,0.0
401,SRMW,4A,WaterCooledChiller,LC,7.780575182982174,13.063961245600261,-18.027374696091798,1.1887203817805336
402,SRMW,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,-74.7262355915483,1.775387138469363
403,SRMW,5A,AirCooledChiller,LC,9.42673341139765,15.797553710549186,0.0,0.0
404,SRMW,5A,WaterCooledChiller,LC,7.767273344117063,13.052235193818738,-18.18747911816472,1.2044123142886454
405,SRSO,2A,AbsorptionChiller,LC,2.4822292511079755,4.049584282286467,19.59515708351749,6.1400167097089104
406,SRSO,2A,AirCooledChiller,LC,2.036666810897952,3.4130967676196904,0.0,0.0
407,SRSO,2A,WaterCooledChiller,LC,2.674319558323696,4.490465275108117,29.8727356431926,4.384203700463615
408,SRSO,3A,AbsorptionChiller,LC,2.5275185380365444,4.138873950182367,20.646221523685472,7.09687354837998
409,SRSO,3A,AirCooledChiller,LC,2.0366668108979527,3.3575955603535377,0.0,0.0
410,SRSO,3A,WaterCooledChiller,LC,2.7182106823082015,4.503075800578297,31.249281549068574,4.834280375151456
411,SRSO,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,17.81806218411973,8.072726765726655
412,SRSO,4A,AirCooledChiller,LC,2.036666810897952,3.4130967676196904,0.0,0.0
413,SRSO,4A,WaterCooledChiller,LC,2.6898831943014807,4.532917088273615,29.45901877196968,5.502004588953546
414,SRTV,3A,AbsorptionChiller,LC,2.5275185380365444,4.138873950182367,0.2721907365731998,5.898394902789492
415,SRTV,3A,AirCooledChiller,LC,2.4504915413991486,4.03981617221822,0.0,0.0
416,SRTV,3A,WaterCooledChiller,LC,3.0032763460111407,4.9730190166484745,20.717667071230938,4.017895278678095
417,SRTV,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,-2.078365535714944,6.709451715882396
418,SRTV,4A,AirCooledChiller,LC,2.4504915413991486,4.1065945172157425,0.0,0.0
419,SRTV,4A,WaterCooledChiller,LC,2.9749488580044012,5.010627889371124,19.229733438602224,4.572858118635259
420,SRTV,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,-2.775000298542063,6.829691502141538
421,SRTV,5A,AirCooledChiller,LC,2.4504915413991486,4.1065945172157425,0.0,0.0
422,SRTV,5A,WaterCooledChiller,LC,2.9616470191393005,4.998912837280761,18.613831820763803,4.63322301357508
423,SRVC,2A,AbsorptionChiller,LC,2.4822292511079755,4.049584282286467,-60.145275038164876,2.0461420277717113
424,SRVC,2A,AirCooledChiller,LC,6.1115836932602,10.241943570193762,0.0,0.0
425,SRVC,2A,WaterCooledChiller,LC,5.481350651409988,9.19452067990109,-10.790618766312019,1.4610226443932728
426,SRVC,3A,AbsorptionChiller,LC,2.5275185380365444,4.138873950182367,-59.79501098733213,2.3650116798803014
427,SRVC,3A,AirCooledChiller,LC,6.111583693260201,10.07539680296161,0.0,0.0
428,SRVC,3A,WaterCooledChiller,LC,5.525241775394508,9.130627773148305,-10.331888999874261,1.6110093371560368
429,SRVC,4A,AbsorptionChiller,LC,2.4849003936467757,4.079326620027143,-60.73748654717369,2.6902118178199235
430,SRVC,4A,AirCooledChiller,LC,6.1115836932602,10.241943570193762,0.0,0.0
431,SRVC,4A,WaterCooledChiller,LC,5.496914287387767,9.236959701308793,-10.928488664364846,1.833526415106872
432,SRVC,5A,AbsorptionChiller,LC,2.467263230546233,4.062782069056772,-61.016808189391305,2.7384229843456636
433,SRVC,5A,AirCooledChiller,LC,6.1115836932602,10.241943570193762,0.0,0.0
434,SRVC,5A,WaterCooledChiller,LC,5.483612448522676,9.225236466910408,-11.175439664400638,1.8577302339371107
